ā wèi	阿魏
qiè chì huáng	切翅蝗
qiè chǐ lóng	切齒龍
qiè chún yú	切脣魚
qiè dàn lóng	竊蛋龍
qiè dàn yú	切蛋魚
qiē fù xiè	切腹蟹
qiè huì è	切喙鱷
qiè jì yíng	怯寄蠅
qié lán cài	伽藍菜
qiè ròu lóng	竊肉龍
qiè xiōng yǐ	切胸蟻
qiè yè fēng	切葉蜂
qín cì mǎn	禽刺蟎
qīn dí lóng	欽迪龍
qín fáng fú	琴魴鮄
qín gōu xiā	琴鉤蝦
qīn jī fēng	親姬蜂
qín jiǎ mǎn	琴甲蟎
qín lǐng lóng	秦嶺龍
qín lóng chāo	禽龍超
qín tóu xī	琴頭蜥
qín wěi jiāng	琴尾鱂
qín xiǎn dié	琴蜆蝶
qín zhī lǐ	琴脂鯉
qīng bān dié	青斑蝶
qīng bān yú	青斑魚
qīng bù jiǎ	青步甲
qīng chǐ lóng	傾齒龍
qīng cì é	青刺蛾
qīng dǎo lóng	青島龍
qīng è lóng	輕鱷龍
qīng fěn dié	青粉蝶
qīng fèng dié	青鳳蝶
qīng fēng téng	清風藤
qīng gāng lì	青剛櫟
qīng gāng yà	青岡亞
qīng gēn yú	青根魚
qíng huī dié	檠灰蝶
qīng huī dié	青灰蝶
qīng jī mù	青姬木
qīng jiá yè	青莢葉
qīng jiá yù	青莢芋
qīng jiāng yú	青鱂魚
qīng jiǎo lóng	傾角龍
qīng lí chái	青籬柴
qīng lí zhú	青籬竹
qīng lín yú	青鱗魚
qīng máo shǔ	青毛鼠
qīng máo xiǎn	青毛蘚
qīng méi jūn	青黴菌
qīng míng huā	清明花
qīng mù xiāng	青木香
qīng mù yú	青木魚
qīng niú dǎn	青牛膽
qīng pí mù	青皮木
qīng qián liǔ	青錢柳
qīng shāo dòu	青梢豆
qīng shuǐ yú	清水魚
qīng suǒ lóng	青鎖龍
qīng tái yú	青苔魚
qīng tíng lán	蜻蜓蘭
qīng tóu lóng	傾頭龍
qīng yè é	清夜蛾
qīng yè é	青夜蛾
qīng yě míng	青野螟
qīng yī yú	青衣魚
qīng zhàn yú	青佔魚
qīng zhě sǎn	青褶傘
qīng zhī lǐ	青脂鯉
qīng zhōng téng	青鍾藤
qīng zhú sī	青竹絲
qióng è fú	穹齶蝠
qióng lián yà	蛩蠊亞
qióng yǎn dié	瓊眼蝶
qióng zhī lǐ	瓊脂鯉
qiú bàng jiǎ	球棒甲
qiú bàng jué	球棒蕨
qiú bāo chóng	球孢蟲
qiú bāo jūn	球孢菌
qiú bǐ luó	球筆螺
qiú biào qiū	球鰾鰍
qiú bǐng lán	球柄蘭
qiú chǐ lóng	球齒龍
qiú chǐ xī	球齒蜥
qiū dāo yú	秋刀魚
qiú fěi lián	球蜚蠊
qiū fēn cǎo	秋分草
qiú fěn yī	球粉衣
qiú gài chóng	球蓋蟲
qiú gài gū	球蓋菇
qiú gài jué	球蓋蕨
qiú gé mǎn	球革蟎
qiú gěng bāo	球梗孢
qiú guǒ jì	球果薺
qiú guǒ sǎn	球果傘
qiú guǒ téng	球果藤
qiú hǎi dǎn	球海膽
qiū hǎi táng	秋海棠
qiú hú jūn	球瑚菌
qiú huā dòu	球花豆
qiú huā zhà	球花柞
qiū jiǎn lán	丘繭蘭
qiú jiē zǐ	球接子
qiú jù lán	球距蘭
qiú ké bāo	球殼孢
qiú ké jūn	球殼菌
qiú kǒng yī	球孔衣
qiú lì yú	球麗魚
qiú lǜ zǎo	球綠藻
qiú máo zǎo	球毛藻
qiú méi jūn	球黴菌
qiú mǐ cǎo	求米草
qiū mǐn zhū	丘皿蛛
qiú mù shī	球木蝨
qiú náng jūn	球囊菌
qiú náng méi	球囊黴
qiú pán jūn	球盤菌
qiú qiāng jūn	球腔菌
qiū qié shù	秋茄樹
qiú qú sōu	球蠼螋
qiú ruǐ jǐ	球蕊戟
qiū shā yā	秋沙鴨
qiú shǒu gōng	球首蚣
qiú shuǐ mǔ	球水母
qiū shuǐ xiān	秋水仙
qiú shuò xiǎn	球蒴蘚
qiú suì cǎo	球穗草
qiū tái é	丘苔蛾
qiū táng lǐ	丘塘鱧
qiū tóu nián	丘頭鯰
qiú wō niú	球蝸牛
qiú xī yú	球溪魚
qiú xiǎo dù	球小蠹
qiú xiōng xiàng	球胸象
qiú xiù jūn	球鏽菌
qiú xùn jiǎ	球蕈甲
qiú yè jiǎ	球葉甲
qiū yǐn luó	蚯蚓螺
qiú zhǎng lí	酋長鸝
qiú zhǎng lóng	酋長龍
qiú zhǐ hǔ	球趾虎
qiú zhī mù	球枝木
qiú zhī zǎo	球枝藻
qiú zhù cǎo	球柱草
qiú zi cǎo	球子草
qiú zi jué	球子蕨
qiú zuò jūn	球座菌
qǔ bāo jūn	曲孢菌
qǔ bāo yù	曲苞芋
qǔ bèi há	曲背蛤
qǔ bèi xiǎn	曲背蘚
qǔ bí lóng	曲鼻龍
qū bǐng xiǎn	曲柄蘚
qǔ chì yíng	曲翅螢
qū chún lán	曲脣蘭
qǔ dēng xiǎn	曲燈蘚
qú fù shǔ	鼩負鼠
qǔ hǎi lóng	曲海龍
qǔ jī fēng	曲姬蜂
qū jiǎo chán	屈角蟬
qǔ jiǎo é	曲角蛾
qǔ jīng xiǎn	曲莖蘚
qǔ jù shā	曲鋸鯊
qǔ ké zǎo	曲殼藻
qǔ má yíng	曲麻蠅
qū máo xiè	曲毛蟹
qū qū huā	屈曲花
qǔ què wèi	曲雀䲁
qū rèn lóng	曲刃龍
qǔ ruǐ huā	曲蕊花
qǔ shī yú	曲師魚
qǔ sī zǎo	曲絲藻
qǔ wěi xiǎn	曲尾蘚
qǔ xiǎn dié	曲蜆蝶
qú xíng shòu	鼩形獸
qú yǎn yà	鼩鼴亞
qǔ yāo yú	曲腰魚
qǔ yuán qīng	曲緣蜻
qǔ zhī xiǎn	曲枝蘚
qū zhóu jué	曲軸蕨
qǔ zhōu zǎo	曲舟藻
qǔ zǐ yù	曲籽芋
quǎn chǐ lè	犬齒鰳
quǎn chǐ shòu	犬齒獸
quán chǐ shòu	全齒獸
quán chún huā	全脣花
quán chún lán	全脣蘭
quán fā jūn	泉發菌
quán guāng jú	全光菊
quán hǎi lóng	拳海龍
quán hǎi sǔn	全海筍
quǎn hé shòu	犬頜獸
quǎn huàn xióng	犬浣熊
quán huī dié	泉灰蝶
quán jī fēng	權姬蜂
quán jiá dié	權蛺蝶
quān jiǎo shí	圈角石
quán léng shòu	全稜獸
quán lì yú	全麗魚
quán qí luó	全臍螺
quán shì jūn	全噬菌
quán shī táng	拳師螳
quán shuǐ yú	泉水魚
quán xiǎn dié	泉蜆蝶
quán xiāo dié	泉綃蝶
quān xīn há	圈心蛤
quǎn xíng yà	犬型亞
quǎn yá jiāng	犬牙鱂
quǎn yá yǒng	犬牙鯒
quǎn yá yú	犬牙魚
quán yè tái	拳葉苔
quán zhǎo mǎn	全爪蟎
quán zhī lǐ	泉脂鯉
quán zhǒng yíng	泉種蠅
quē chì chóng	缺翅蟲
quē chǐ qú	缺齒鼩
quē chǐ xiǎn	缺齒蘚
quē chǐ yǎn	缺齒鼴
quē chì zhōng	缺翅螽
què er dòu	雀兒豆
què méi téng	雀梅藤
quē qí nián	缺鰭鯰
què shé lán	雀舌蘭
què shé mù	雀舌木
què shèn shù	鵲腎樹
què wěi xiǎn	雀尾蘚
quē xū é	缺須蛾
quē zhǎo mǎn	缺爪蟎
quē zhǎo táng	缺爪螳
què zuǐ bēi	雀嘴鵯
qún dài cài	裙帶菜
qún fēng niǎo	裙風鳥
qún hǎi mián	羣海綿
qún jiá dié	羣蛺蝶
qún liè chūn	裙獵蝽
qún nòng dié	裙弄蝶
qún shé zhù	羣蛇柱
qún xiāo dié	裙綃蝶
qún xīn cài	羣心菜
rán fēng niǎo	髯蜂鳥
rán hǎi bào	髯海豹
rán hǎi nián	髯海鯰
rán jiǎ nián	髯甲鯰
rǎn liào mù	染料木
rǎn liào yī	染料衣
rǎn mù shù	染木樹
rǎn nòng dié	染弄蝶
rǎn yí yú	冉遺魚
ráo fěn dié	嬈粉蝶
ráo huī dié	嬈灰蝶
rào mǎ lù	繞馬陸
rè bàng jūn	熱棒菌
rè hé lóng	熱河龍
rè hé niǎo	熱河鳥
rè hé shòu	熱河獸
rè hé yuán	熱河螈
rè qiú jūn	熱球菌
rè sī jūn	熱絲菌
rè wēi jūn	熱微菌
rè yuán tǐ	熱原體
rè zé xiǎn	熱澤蘚
rè zhī jūn	熱枝菌
rèn chǐ hǔ	刃齒虎
rèn gé jūn	韌革菌
rèn lì yú	妊麗魚
rèn liè shòu	刃鬣獸
rén miàn xiè	人面蟹
rén miàn zi	人面子
rén shì fēi	任氏鯡
rén shì jiāng	任氏鱂
rěn zhě xiè	忍者蟹
rén zì guǒ	人字果
rén zì há	人字蛤
rì běn lóng	日本龍
rì běn yú	日本魚
rì guāng lán	日光蘭
rì yuè yú	日月魚
rì zhōng huā	日中花
róng áo xiè	絨螯蟹
róng bāo téng	絨苞藤
róng bí nián	絨鼻鯰
róng cì é	絨刺蛾
róng dǐng què	絨頂雀
róng dú é	茸毒蛾
róng gài sǎn	絨蓋傘
róng guǒ qín	絨果芹
róng hān lí	絨蚶蜊
róng hóng chūn	絨紅蝽
róng hú jūn	茸瑚菌
róng jiá dié	榮蛺蝶
róng jiǎn fēng	絨繭蜂
róng jīn huā	絨金花
róng luò bāo	絨落孢
róng máo cǎo	絨毛草
róng máo hóu	絨毛猴
róng máo huā	絨毛花
róng máo jiè	絨毛介
róng mào lán	絨帽蘭
róng máo shā	絨毛鯊
róng mào xiǎn	茸帽蘚
róng mù shī	榕木蝨
róng nòng dié	絨弄蝶
róng pào jūn	絨泡菌
róng pí yóu	絨皮鮋
róng qiú huā	絨球花
róng qiú xiè	絨球蟹
róng shàn zǎo	絨扇藻
róng shì jūn	容氏菌
róng tiān é	絨天蛾
róng tiān niú	茸天牛
róng wō niú	絨蝸牛
róng wú shǔ	絨鼯鼠
róng xiā jiāng	絨鰕鱂
róng xiàn zǎo	絨線藻
róng xiǎo fēng	榕小蜂
róng yán shǔ	熔岩鼠
róng yè é	榮夜蛾
róng yí bèi	絨貽貝
róng zhī yī	茸枝衣
róng zhī zǎo	絨枝藻
ròu bèi huā	肉被花
ròu bēi jūn	肉杯菌
ròu bèi má	肉被麻
ròu bí nián	肉鼻鯰
ròu chǐ jūn	肉齒菌
ròu chuí hè	肉垂鶴
ròu chún lán	肉脣蘭
ròu cì jué	肉刺蕨
ròu cōng róng	肉蓯蓉
ròu dòu kòu	肉豆蔻
róu gǔ yú	柔骨魚
ròu guǒ cǎo	肉果草
ròu guǒ lán	肉果蘭
ròu guǒ yī	肉果衣
róu jì yíng	柔寄蠅
róu jí yú	柔棘魚
ròu jiá cǎo	肉莢草
róu jiǎ nián	柔甲鯰
róu lì diāo	柔麗鯛
róu máo shǔ	柔毛鼠
róu máo zǎo	柔毛藻
róu mó jūn	柔膜菌
ròu pán jūn	肉盤菌
ròu qí yú	肉鰭魚
ròu qiú jūn	肉球菌
ròu shān hú	肉珊瑚
ròu shé lán	肉舌蘭
ròu shí mǎn	肉食蟎
ròu shí shù	肉實樹
ròu suì cǎo	肉穗草
ròu suì guǒ	肉穗果
róu suō shāo	柔蓑蛸
róu tǐ táng	柔體螳
róu yǎn dié	柔眼蝶
ròu yào lán	肉藥蘭
ròu yè cǎo	肉葉草
ròu yè jì	肉葉薺
róu yě míng	柔野螟
róu yè táng	柔葉螳
ròu yóu yī	肉疣衣
róu zhī lǐ	柔脂鯉
ròu zhuī huā	肉錐花
róu zǐ cǎo	柔籽草
róu zú táng	柔足螳
róu zú zhū	柔足蛛
ròu zuò jūn	肉座菌
rǔ bái yǐ	乳白蟻
rǔ bēi chóng	乳杯蟲
rù chǐ é	褥尺蛾
rǔ chǐ jīng	乳齒鯨
rǔ chǐ xiàng	乳齒象
rǔ chǐ yuán	乳齒螈
rú chóng xī	蠕蟲蜥
rǔ fáng bèi	乳房貝
rǔ fù jūn	乳腹菌
rǔ gǎn jūn	乳桿菌
rǔ huì xiǎn	乳喙蘚
rǔ jié zǎo	乳節藻
rǔ jīn sǎn	乳金傘
rǔ ké yī	乳殼衣
rǔ kǒng jūn	乳孔菌
rú shé mán	蠕蛇鰻
rǔ tū guǒ	乳突果
rǔ tū qiú	乳突球
rǔ tū yǒng	乳突鯒
rǔ xiāng yú	乳香魚
rǔ xiè zhū	乳蟹蛛
rú xíng mǎn	蠕形蟎
rú xíng zǎo	蠕形蚤
rǔ yáng lóng	汝陽龍
rǔ yù luó	乳玉螺
rú zhī zǎo	蠕枝藻
rǔ zhuàng luó	乳狀螺
rǔ zuǐ yī	乳嘴衣
ruǎn āo zǎo	軟凹藻
ruǎn bí nián	軟鼻鯰
ruǎn chǐ jūn	軟齒菌
ruǎn cì zǎo	軟刺藻
ruǎn gǔ cǎo	軟骨草
ruǎn gǔ lóng	軟骨龍
ruǎn gǔ yú	軟骨魚
ruǎn gǔ zǎo	軟骨藻
ruǎn guān diāo	軟冠鯛
ruǎn guǎn zǎo	軟管藻
ruǎn jiá dòu	軟莢豆
ruǎn jiàn chóng	軟箭蟲
ruǎn kǒng jūn	軟孔菌
ruǎn kǒu yú	軟口魚
ruǎn máo zǎo	軟毛藻
ruǎn mián wèi	軟綿䲁
ruǎn míng hé	軟茗荷
ruǎn pí wèi	軟皮䲁
ruǎn róng yī	軟絨衣
ruǎn shì jūn	阮氏菌
ruǎn shǒu xuě	軟首鱈
ruǎn táng lǐ	軟塘鱧
ruǎn wàn yú	軟腕魚
ruǎn wěi què	軟尾雀
ruǎn yòu wèi	軟鼬䲁
ruǎn zǐ cǎo	軟紫草
ruì chún diāo	銳脣鯛
ruì chún lǐ	銳脣鯉
ruì é zǎo	銳額蚤
ruì fēn bèi	瑞芬貝
ruì guǎn yá	銳管蚜
ruì hé lóng	銳頜龍
ruì liè chūn	瑞獵蝽
ruì mǎ huáng	銳螞蟥
ruì mǎ huáng	銳螞蝗
ruì qīn lóng	瑞欽龍
ruì shì xiǎn	芮氏蘚
ruì yuán pí	銳緣蜱
ruǐ zhōu é	蕊舟蛾
rùn fèi cǎo	潤肺草
ruò bān zhū	弱斑蛛
ruò dīng yú	弱丁魚
ruò duò yú	箬舵魚
ruò jí dōng	若棘鮗
ruò jí là	弱棘鯻
ruò jí yú	弱棘魚
ruò jiǎ mǎn	若甲蟎
ruò jiǎ nián	若甲鯰
ruò jiān lóng	弱肩龍
ruò jiǎo lóng	弱角龍
ruò lì yú	若麗魚
ruò méi diāo	若梅鯛
ruò shé qīng	若蛇鯖
ruò tóu mán	弱頭鰻
ruò xī yú	弱蜥魚
ruò xì zhū	弱隙蛛
ruò xiāng yú	若香魚
ruò yè é	弱夜蛾
ruò yè yīng	弱夜鷹
sā cháng chūn	撒長蝽
sā dàn huí	撒但鮰
sà fú zhū	薩弗蛛
sǎ huī dié	灑灰蝶
sà máng chūn	薩盲蝽
sà mó lín	薩摩麟
sà nòng dié	颯弄蝶
sà nòng dié	薩弄蝶
sà shì fēi	薩氏鯡
sà shì méi	薩氏黴
sài chì nán	賽赤楠
sài chú dòu	賽芻豆
sài huī dié	賽灰蝶
sāi jí lú	鰓棘鱸
sāi jīn guī	鰓金龜
sài jú yù	賽菊芋
sài làng dàng	賽莨菪
sāi lè zhū	塞勒蛛
sāi liè chóng	鰓裂蟲
sāi shā cán	鰓沙蠶
sài shān lán	賽山藍
sāi shé wā	塞舌蛙
sāi sī zhū	塞斯蛛
sāi xiàn yú	鰓腺魚
sài xiè zhū	賽蟹蛛
sāi zhī lǐ	鰓脂鯉
sāi zi mù	塞子木
sān bái cǎo	三白草
sǎn bái yǐ	散白蟻
sàn bān ké	散斑殼
sān bǎo mù	三寶木
sān bǎo niǎo	三寶鳥
sān chā cì	三叉刺
sān chā jué	三叉蕨
sān chā luó	三叉螺
sān chì è	三翅萼
sān chǐ tún	三齒魨
sān cì mù	三刺木
sān cì tún	三刺魨
sān cì yú	三刺魚
sān dài chóng	三代蟲
sān dāo yú	三刀魚
sān dǎo zhōng	三島螽
sàn dēng é	散燈蛾
sān dié è	三疊鱷
sān duì jié	三對節
sān è lán	三軛蘭
sǎn fáng ān	傘房桉
sān fēng jiāo	三鋒鮫
sān gōu chóng	三鉤蟲
sǎn guǎn luó	傘管螺
sān guān yú	三官魚
sān guāng yú	叄光魚
sǎn guǒ shù	傘果樹
sǎn huā mù	傘花木
sǎn huá rèn	傘滑刃
sān jǐ jiǎ	三脊甲
sān jí tún	三棘魨
sǎn jiá dié	傘蛺蝶
sān jiān shān	三尖杉
sān jiān yú	三尖魚
sān jiǎo cǎo	三角草
sān jiǎo chē	三角車
sān jiǎo sāo	三角溞
sān jiǎo xiè	三角蟹
sān jiǎo zǎo	三角藻
sān jiǎo zhù	三角柱
sān jiǎo zhū	三角蛛
sān kǒng luó	三孔螺
sān kǒu luó	三口螺
sān lèi guǒ	三肋果
sān léng cǎo	三稜草
sān léng guǒ	三稜果
sān léng lì	三稜櫟
sān léng lóng	三稜龍
sān liè guā	三裂瓜
sān liè jué	三列蕨
sān máng cǎo	三芒草
sān máo cǎo	三毛草
sàn mò cǎo	散沫草
sàn mò huā	散沫花
sàn náng jūn	散囊菌
sǎn nòng dié	傘弄蝶
sàn pán yī	散盤衣
sān qī cǎo	三七草
sān qí tǎ	三鰭鰨
sān qí wèi	三鰭䲁
sān qiáng xiè	三強蟹
sān ruǐ cǎo	三蕊草
sān ruǐ lán	三蕊蘭
sān ruǐ nán	三蕊楠
sān sè fú	三色蝠
sān shù mù	三數木
sān suì cǎo	三穗草
sān suǒ shé	三索蛇
sàn wěi kuí	散尾葵
sān wō zhū	三窩蛛
sān xiá lóng	三峽龍
sǎn xiù jūn	傘鏽菌
sǎn xù jué	傘序蕨
sān xū xuě	三須鱈
sàn xuè dān	散血丹
sān yáng xiǎn	三洋蘚
sān yè cǎo	三葉草
sān yè chóng	三葉蟲
sān yè qī	三葉漆
sān yóu wèi	三遊䲁
sān zhǐ chún	三趾鶉
sān zhǐ mǎ	三趾馬
sān zhǐ ōu	三趾鷗
sān zhù cǎo	三柱草
sāng chǐ é	桑尺蛾
sāng dǎo xī	桑島蜥
sāng gé jūn	桑革菌
sāng jì shēng	桑寄生
sāng wǔ é	桑舞蛾
sǎo zhuàng jūn	掃狀菌
sè bāo jūn	色孢菌
sè chì táng	色翅螳
sè dú é	色毒蛾
sè è huā	色萼花
sè èr bāo	色二孢
sè juǎn é	色卷蛾
sè nòng dié	瑟弄蝶
sè qiú zǎo	色球藻
sè shí nán	澀石楠
sè xiǎn dié	瑟蜆蝶
sè zhǐ zǎo	色指藻
sēn lín è	森林鱷
sēn wáng shé	森王蛇
sēn yǔ wā	森雨蛙
sēn yuè wā	森躍蛙
sēng hǎi bào	僧海豹
sēng miàn hóu	僧面猴
shā bǎi líng	沙百靈
shā bīng lí	沙冰藜
shā cháng chūn	莎長蝽
shā chǐ é	沙尺蛾
shā chǐ lóng	鯊齒龍
shā dài shǔ	沙袋鼠
shā dài yú	沙帶魚
shā diān yú	沙甸魚
shā dōng qīng	沙冬青
shā è yú	沙鱷魚
shā gōu xiā	沙鉤蝦
shā guǎi zǎo	沙拐棗
shā hǎi kuí	沙海葵
shā hè rén	沙赫人
shā jiān yú	沙尖魚
shā jīn guī	沙金龜
shā jīng lán	沙晶蘭
shā kǔ mǎi	沙苦蕒
shā lā lóng	莎拉龍
shā lè zhú	莎勒竹
shā léi jūn	沙雷菌
shā liè xī	沙鬣蜥
shā mǎ biān	沙馬鞭
shā mò táng	沙漠螳
shā mò yú	沙漠魚
shā mù yú	杉木魚
shā ōu há	沙鷗蛤
shā pán chóng	砂盤蟲
shā qiū cǎo	沙丘草
shā shǔ yà	沙鼠亞
shā táng lǐ	沙塘鱧
shā tiáo jiāo	沙條鮫
shā tiáo shā	沙條鯊
shā wō niú	砂蝸牛
shā xiā hǔ	沙鰕虎
shā xiè zhū	砂蟹蛛
shā yǐn cǎo	砂引草
shā yú zhǎng	鯊魚掌
shā yú zhǎng	沙魚掌
shā zhī lǐ	砂脂鯉
shā zhōu é	剎舟蛾
shāi chǐ xiǎn	篩齒蘚
shāi dēng é	篩燈蛾
shāi liàn zǎo	篩鏈藻
shāi mù bèi	篩目貝
shāi nián jūn	篩黏菌
shāi pán chóng	篩盤蟲
shāi pán zǎo	篩盤藻
shān bái shù	山白樹
shān bái yú	山白魚
shān biǎn dòu	山扁豆
shān bīng láng	山檳榔
shān chá huā	山茶花
shān chēng liǔ	山檉柳
shàn chún lán	扇脣蘭
shān cí gū	山慈姑
shān cù lǐ	山醋李
shān dài diāo	山袋貂
shān dì shé	山地蛇
shān dì xiǎn	山地蘚
shān dōng lóng	山東龍
shān dòu gēn	山豆根
shān fēng niǎo	山蜂鳥
shān fú yíng	山伏蠅
shǎn fù zhū	閃腹蛛
shǎn gǎn jūn	閃桿菌
shān gān téng	山柑藤
shān gèn dàng	山茛菪
shān gěng cài	山梗菜
shān gěng lái	山梗萊
shān gōu é	山鉤蛾
shān guǎi zǎo	山拐棗
shān guān zhì	山冠雉
shǎn guāng guì	閃光鱥
shǎn guāng xī	閃光蜥
shān guì huā	山桂花
shān hǎi mián	山海綿
shān hé táo	山核桃
shān hé yè	山荷葉
shān hēi dòu	山黑豆
shān hóng shù	山紅樹
shān hú cài	珊瑚菜
shān hú huā	珊瑚花
shān hú jiāo	山胡椒
shān hú jūn	珊瑚菌
shān hú lán	珊瑚蘭
shān hú luó	珊瑚螺
shān hú yú	珊瑚魚
shān hú zǎo	珊瑚藻
shān hú zhī	珊瑚枝
shān hú zhū	珊瑚珠
shǎn huā yíng	閃花蠅
shǎn huán dié	閃環蝶
shān huáng jú	山黃菊
shān huáng má	山黃麻
shān huáng pí	山黃皮
shǎn huī dié	閃灰蝶
shān huí xiāng	山茴香
shān jí líng	山鶺鴒
shǎn jiá dié	閃蛺蝶
shān jiàn cǎo	山澗草
shān jiān lán	山菅蘭
shàn jiǎng lóng	扇槳龍
shàn jiǎo jiǎ	扇角甲
shān jiāo luó	山椒螺
shān jiāo yīng	山鷦鶯
shān jiāo yú	山椒魚
shān jiè cài	山芥菜
shān jié gěng	山桔梗
shān jiǔ yà	山韭亞
shàn jú mù	扇菊木
shān juǎn é	山卷蛾
shàn là jiè	扇蠟蚧
shān làng dàng	山莨菪
shān lí dòu	山黧豆
shān lì líng	山麗蛉
shān liáo gē	山鷯哥
shān liè xī	山獵蜥
shǎn lín shé	閃鱗蛇
shān liǔ jú	山柳菊
shān lóng yǎn	山龍眼
shān luó bo	山蘿蔔
shān luó huā	山羅花
shān luó huā	山蘿花
shān má gǎn	山麻桿
shān mǎ huáng	山螞蝗
shān mǎ huáng	山螞蟥
shān má shù	山麻樹
shān mài dōng	山麥冬
shān máo jǔ	山毛櫸
shàn máo mǎn	扇毛蟎
shān méi cǎo	山莓草
shān méi huā	山梅花
shān mò lì	山茉莉
shān niú bàng	山牛蒡
shān nǚ yú	山女魚
shān pú táo	山葡萄
shān qī jīng	山漆莖
shān qiān niú	山牽牛
shān qié zi	山茄子
shān qín cài	山芹菜
shān ruì biē	山瑞鱉
shǎn sè cōng	閃色蟌
shān shān hú	山珊瑚
shàn shān hú	扇珊瑚
shàn shàn lóng	鄯善龍
shān shē zǐ	山檨子
shān shí liú	山石榴
shān sōng shǔ	山松鼠
shàn suì máo	扇穗茅
shān tái cǎo	山苔草
shǎn tái é	閃苔蛾
shān táo cǎo	山桃草
shān téng hú	珊藤壺
shān tóng zǐ	山桐子
shàn tóu pí	扇頭蜱
shān tuó ér	山陀兒
shàn wěi lèi	扇尾類
shàn wěi píng	扇尾鮃
shàn wěi wēng	扇尾鶲
shàn wěi yīng	扇尾鶯
shàn wěi yú	扇尾魚
shān wō niú	山蝸牛
shān xī è	山西鱷
shān xī lóng	山西龍
shān xī míng	山菥蓂
shān xī ní	山溪鯢
shān xī shòu	山西獸
shān xiāng yuán	山香圓
shān xiǎo jú	山小橘
shān xiǎo jú	山小桔
shàn xiè yà	扇蟹亞
shān xíng lóng	山行龍
shàn xíng zǎo	扇形藻
shān xué xiè	珊穴蟹
shǎn yǎn dié	閃眼蝶
shān yǎn dié	山眼蝶
shān yàn mài	山燕麥
shān yán suī	山芫荽
shān yáng cǎo	山羊草
shān yáng dòu	山羊豆
shān yáng lóng	山陽龍
shān yào yú	山藥魚
shǎn yè é	閃夜蛾
shàn yè é	扇夜蛾
shàn yè kuí	扇葉葵
shàn yè lán	扇葉蘭
shān yè zǎo	杉葉藻
shān yǐn xiè	珊隱蟹
shān yóu gān	山油柑
shān yòu zi	山柚子
shān yú cài	山萮菜
shān yú cài	山嵛菜
shàn yǔ sāi	扇羽鰓
shān yǔ xiǎn	山羽蘚
shān yuán māo	山原貓
shān yuè guì	山月桂
shàn zhǐ hǔ	扇趾虎
shān zhī ma	山芝麻
shàn zhōu é	扇舟蛾
shǎn zhū yà	閃蛛亞
shān zhū yú	山茱萸
shān zhú zi	山竹子
shāng chǐ lóng	傷齒龍
shàng hù zhū	上戶蛛
shàng jí wéi	上棘鮠
shàng jié pí	上節蜱
shang juǎn é	裳卷蛾
shāng qí yú	傷鰭魚
shàng xīn mǎ	上新馬
shàng xū lán	上須蘭
shāng yáng niǎo	商羊鳥
shang yè é	裳夜蛾
shàng yǐng mǎn	上癭蟎
shāo bān míng	梢斑螟
sháo liè chūn	勺獵蝽
shǎo lín guì	少鱗鱖
shào nǚ yú	少女魚
shāo qiú yá	梢球蚜
shǎo suì zhú	少穗竹
sháo yǎn dié	勺眼蝶
shāo yóu yú	燒魷魚
shé bàn huā	舌瓣花
shé bāo méi	蛇孢黴
shé biān jú	蛇鞭菊
shé biān zhù	蛇鞭柱
shé chì lián	折翅蠊
shé chǐ lóng	蛇齒龍
shé chǐ lú	舌齒鱸
shé chún lán	舌唇蘭
shé chún yú	舌脣魚
shè dài shǔ	麝袋鼠
shé è lóng	蛇鱷龍
shé fā yù	蛇髮芋
shè fèng dié	麝鳳蝶
shé gēn cǎo	蛇根草
shè gōu é	麝鉤蛾
shé gǔ yú	舌骨魚
shé hǔ yú	舌虎魚
shé huì lán	舌喙蘭
shé jǐng guī	蛇頸龜
shé jǐng lóng	蛇頸龍
shé lín xī	蛇鱗蜥
shé liǔ xiǎn	蛇柳蘚
shé lòu zhū	舌漏蛛
shè mài jūn	射脈菌
shé máo cān	蛇錨參
shè mì niǎo	攝蜜鳥
shé mián wèi	蛇綿䲁
shé mù dié	蛇目蝶
shé mù jú	蛇目菊
shé pí guǒ	蛇皮果
shé pó zi	蛇婆子
shé pú táo	蛇葡萄
shé ruǐ huā	舌蕊花
shé shā cán	舌沙蠶
shé shé lán	蛇舌蘭
shé shí é	舌石蛾
shé shì xiè	佘氏蟹
shè shuǐ chūn	涉水蝽
shè shuǐ yú	射水魚
shé táng lǐ	舌塘鱧
shé táng lǐ	蛇塘鱧
shé tóu jì	蛇頭薺
shé tóu jūn	蛇頭菌
shé tóu lán	蛇頭蘭
shé tou yú	舌頭魚
shé tóu yú	蛇頭魚
shé tū wā	舌突蛙
shé wěi cǎo	蛇尾草
shé wèi yà	蛇䲁亞
shé xī yà	蛇蜥亞
shé xiàn wèi	蛇線䲁
shè xiāng cǎo	麝香草
shè xiāng shāo	麝香蛸
shé xíng bèi	舌形貝
shé xiōng shàn	蛇胸鱔
shé yā cōng	蛇鴉蔥
shé yǎn dié	蛇眼蝶
shé yǎn xī	蛇眼蜥
shé yáng chǐ	舌羊齒
shé yè huā	舌葉花
shé yè xiǎn	舌葉蘚
shé zhēn yú	舌珍魚
shè zhī zhú	射枝竹
shé zhù cǎo	舌柱草
shé zhù má	舌柱麻
shé zhuàng chóng	舌狀蟲
shè zú shòu	麝足獸
