ā kā piàn	阿咖片
sù kè gǎn mào piàn	速克感冒片
sū lè kāng jiāo náng	蘇樂康膠囊
sù liào fù hé jì	塑料複合劑
sū méi shuǎng hán piàn	蘇梅爽含片
sù níng zhù shè yè	速寧注射液
sū nuò zhù shè yè	蘇諾注射液
sù xiào gǎn mào piàn	速效感冒片
sù xiào jiù xīn wán	速效救心丸
sù xiào niú huáng wán	速效牛黃丸
sù xiào zhǐ yǎng yè	速效止癢液
sū zǐ jiàng qì wán	蘇子降氣丸
suān zǎo rén hé jì	酸棗仁合劑
sǔn shāng xūn xǐ sàn	損傷熏洗散
suō biàn qīng méi sù	羧苄青黴素
suō biàn xī lín nà	羧苄西林鈉
suō jiǎ sī tǎn piàn	羧甲司坦片
suǒ tā luò ěr piàn	索他洛爾片
suǒ yáng gù jīng wán	索陽固精丸
suǒ yáng gù jīng wán	鎖陽固精丸
suǒ yáng sān wèi piàn	鎖陽三味片
tā mò xī fēn piàn	他莫昔芬片
tài dīng ān chá jì	酞丁安搽劑
tài hé miào líng wán	太和妙靈丸
tài jí shēng jiàng wán	太極升降丸
tài kōng yǎng xīn wán	太空養心丸
tài méi yì zhì jì	肽酶抑制劑
tài qǐ kǒu fú yè	肽杞口服液
tài shān pán shí sàn	泰山盤石散
tài shān pán shí sàn	泰山磐石散
tài zhī ān jiāo náng	泰脂安膠囊
tàn suān qīng nà piàn	碳酸氫鈉片
tán xìng dǎ yàng gāo	彈性打樣膏
táng luò tōng jiāo náng	糖絡通膠囊
táng mài kāng kē lì	糖脈康顆粒
táng niào kāng jiāo náng	糖尿康膠囊
táng niào lè jiāo náng	糖尿樂膠囊
táng zhī níng jiāo náng	糖脂寧膠囊
táo hóng qīng xuè wán	桃紅清血丸
táo quán nèi zhǐ piàn	萄醛內酯片
táo shì zài zào sàn	陶氏再造散
tè bǐ nài fēn piàn	特比萘芬片
tè bǐ nài fēn piàn	特比萘酚片
tè bǐ nài fēn sàn	特比萘芬散
tè bù tā lín piàn	特布他林片
tè fēi nà dīng piàn	特非那丁片
tè fēi nà dìng piàn	特非那定片
tè fēn wěi má piàn	特酚偽麻片
tè lā zuò qín piàn	特拉唑嗪片
tè zhì gǒu pí gāo	特製狗皮膏
téng huáng jiàn gǔ wán	藤黃健骨丸
téng luò níng jiāo náng	藤絡寧膠囊
tí jiǎ duō tài piàn	啼甲多肽片
tí jiǎ duō tài piàn	蹄甲多肽片
tì mǐ shā tǎn piàn	替米沙坦片
tì xiāo jī jiāo náng	替硝肌膠囊
tiān bèi bǎi hé wán	天貝百合丸
tiān fèng wèi tòng sàn	天鳳胃痛散
tiān guǐ kǒu fú yè	天癸口服液
tiān hé zhuī fēng gāo	天和追風膏
tiān huáng hóu zǎo sàn	天黃猴棗散
tiān jià xuān chuán piàn	天價宣傳片
tiān jīng bǔ shèn gāo	添精補腎膏
tiān má dù zhòng wán	天麻杜仲丸
tiān má shǒu wū piàn	天麻首烏片
tiān má tóu tòng piàn	天麻頭痛片
tiān má wū shǒu piàn	天麻烏首片
tiān má zhuàng gǔ wán	天麻壯骨丸
tiān má zhuī fēng gāo	天麻追風膏
tiān mài xiāo kě piàn	天麥消渴片
tiān mǔ jiàng yā piàn	天母降壓片
tián qī diē dǎ wán	田七跌打丸
tiān qǐ kǒu fú yè	天杞口服液
tián qī tòng jīng sàn	田七痛經散
tiān qí xiāo kě piàn	天芪消渴片
tiān rán qì níng yè	天然氣凝液
tiān tāi wū yào sàn	天台烏藥散
tiān wáng bǔ xīn piàn	天王補心片
tiān wáng bǔ xīn wán	天王補心丸
tiān wáng bǔ xīn yè	天王補心液
tián xì shì kuò sàn	填隙式擴散
tiān yù lǎo kòu wán	天鬱老蔻丸
tiān zhī cǎo jiāo náng	天芝草膠囊
tiáo jīng bǔ xuè wán	調經補血丸
tiáo jīng huà yū wán	調經化瘀丸
tiáo jīng huó xuè piàn	調經活血片
tiáo jīng jiàn wèi wán	調經健胃丸
tiáo jīng yǎng xuè wán	調經養血丸
tiáo jīng yì líng piàn	調經益靈片
tiáo jīng yì mǔ piàn	調經益母片
tiáo jīng zhì bǎo wán	調經至寶丸
tiáo jīng zhǐ dài wán	調經止帶丸
tiáo jīng zhǐ tòng piàn	調經止痛片
tiáo jīng zhǒng zi wán	調經種子丸
tiáo jīng zǐ mèi wán	調經姊妹丸
tiáo qì píng wèi sàn	調氣平胃散
tiáo xiǎo ér pí wèi	調小兒脾胃
tiáo xuè huà hé wán	調血化核丸
tiáo yuán shèn qì wán	調元腎氣丸
tiáo zhōng shùn qì wán	調中順氣丸
tiáo zhōng sì xiāo wán	調中四消丸
tiě dí kǒu fú yè	鐵笛口服液
tiě niú yùn gōng sàn	鐵牛運功散
tiě zhǒu qīng zhuó wán	鐵帚清濁丸
tíng lì cǎo kē lì	葶藶草顆粒
tòng ān zhù shè yè	痛安注射液
tōng biàn qīng huǒ wán	通便清火丸
tōng biàn xiāo cuó piàn	通便消痤片
tòng fēng dìng jiāo náng	痛風定膠囊
tòng fēng kè kē lì	痛風克顆粒
tòng fēng shū jiāo náng	痛風舒膠囊
tōng guān qú mài wán	通關瞿麥丸
tōng jīng gān lù wán	通經甘露丸
tòng jīng líng kē lì	痛經靈顆粒
tòng jīng níng kē lì	痛經寧顆粒
tòng jīng níng táng jiāng	痛經寧糖漿
tòng jīng tíng kē lì	痛經停顆粒
tóng kāng zuò xǐ jì	酮康唑洗劑
tóng kǒng fàng dà piàn	瞳孔放大片
tōng lín shū kē lì	通淋舒顆粒
tōng líng kǒu fú yè	通靈口服液
tóng luò fēn chá jì	酮洛芬搽劑
tóng luò fēn tiē jì	酮洛芬貼劑
tōng luò huó xuè wán	通絡活血丸
tōng luò kāi bì piàn	通絡開痹片
tōng luò kāi bì wán	通絡開痹丸
tōng luò kàng shuān wán	通絡抗栓丸
tōng luò kǒu fú yè	通絡口服液
tōng luò qū tòng gāo	通絡祛痛膏
tōng luò zhǐ tòng wán	通絡止痛丸
tōng mài jiàng zhī piàn	通脈降脂片
tōng mài jiàng zhī wán	通脈降脂丸
tōng mài kāng xǐ yè	通脈康洗液
tōng mài kǒu fú yè	通脈口服液
tōng mài sì nì sàn	通脈四逆散
tōng mài yǎng xīn wán	通脈養心丸
tōng míng bǔ shèn wán	通明補腎丸
tōng qì lì zhōng wán	通氣利中丸
tōng qì sàn jiān wán	通氣散堅丸
tōng qiào ěr lóng wán	通竅耳聾丸
tōng qiè bí yán piàn	通竊鼻炎片
tóng rén ān shén wán	同仁安神丸
tóng rén fù míng wán	同仁復明丸
tōng sāi mài kē lì	通塞脈顆粒
tōng tiān kǒu fú yè	通天口服液
tōng tiān zài zào sàn	通天再造散
tōng wū qí yīng wán	樋屋奇應丸
tōng xīn shū jiāo náng	通心舒膠囊
tóng xìng ài qíng piàn	同性愛情片
tōng xuān lǐ fèi gāo	通宣理肺膏
tōng xuān lǐ fèi piàn	通宣理肺片
tōng xuān lǐ fèi wán	通宣理肺丸
tōng xuān yì qì wán	通宣益氣丸
tòng xuè kāng jiāo náng	痛血康膠囊
tōng yōu rùn zào wán	通幽潤燥丸
tóng zhì ài qíng piàn	同志愛情片
tōng zhī shū jiāo náng	通之舒膠囊
tòng zhǒng líng dīng jì	痛腫靈酊劑
tóu bāo ān biàn piàn	頭孢氨苄片
tóu bāo bǐ sì zuò	頭孢吡四唑
tóu bāo bǐng xī kē	頭孢丙烯顆
tóu bāo bǐng xī piàn	頭孢丙烯片
tóu bāo bù xī nà	頭孢布烯鈉
tóu bāo dì qín nà	頭孢地秦鈉
tóu bāo fū wò nà	頭孢呋肟鈉
tóu bāo fū xīn nà	頭孢呋辛鈉
tóu bāo fū xīn zhǐ	頭孢呋辛酯
tóu bāo fū xīn zhī	頭孢呋辛脂
tóu bāo huáng bǐ biàn	頭孢磺吡苄
tóu bāo huáng biàn dìng	頭孢磺苄啶
tóu bāo huáng dìng nà	頭孢磺啶鈉
tóu bāo kè luò piàn	頭孢克洛片
tóu bāo kè wò piàn	頭孢克肟片
tóu bāo lā dìng piàn	頭孢拉定片
tóu bāo lā zōng nà	頭孢拉宗鈉
tóu bāo měi zuò nà	頭孢美唑鈉
tóu bāo mèng duō zhǐ	頭孢孟多酯
tóu bāo mǐ nuò nà	頭孢米諾鈉
tóu bāo mī zuò nà	頭孢咪唑鈉
tóu bāo ní xī nà	頭孢尼西鈉
tóu bāo pài tóng nà	頭孢哌哃鈉
tóu bāo pǐ àn nà	頭孢匹胺鈉
tóu bāo pǐ lín nà	頭孢匹林鈉
tóu bāo pō wò zhǐ	頭孢泊肟酯
tóu bāo qiǎng ān biàn	頭孢羥氨苄
tóu bāo qū sōng nà	頭孢曲松鈉
tóu bāo sāi dìng nà	頭孢噻啶鈉
tóu bāo sāi fēn nà	頭孢噻吩鈉
tóu bāo sāi fēn nà	頭孢噻酚鈉
tóu bāo sāi wò nà	頭孢噻肟鈉
tóu bāo tā dìng nà	頭孢他啶鈉
tóu bāo tā dìng zhēn	頭孢他啶針
tóu bāo tā měi zhǐ	頭孢他美酯
tóu bāo tì tǎn nà	頭孢替坦鈉
tóu bāo tì zuò nà	頭孢替唑鈉
tóu bāo tuō lún zhǐ	頭孢托侖酯
tóu bāo xī dīng nà	頭孢西丁鈉
tóu bāo yǐ jīng nà	頭孢乙腈鈉
tóu bāo zuò lín nà	頭孢唑啉鈉
tóu bāo zuò lín nà	頭孢唑林鈉
tóu bāo zuò wò nà	頭孢唑肟鈉
tòu biǎo huí chūn wán	透表回春丸
tóu fēng kǒu fú yè	頭風口服液
tòu gǔ sōu fēng sàn	透骨搜風散
tóu tòng dìng táng jiāng	頭痛定糖漿
tóu tòng níng jiāo náng	頭痛寧膠囊
tóu tòng xuàn yùn gāo	頭痛眩暈膏
tǔ fú líng kē lì	土伏苓顆粒
tù xiè dù tòng sàn	吐瀉肚痛散
tuì yì míng mù wán	退翳明目丸
tuō fēn nà suān piàn	托芬那酸片
tuǒ kǎ àn jiāo náng	妥卡胺膠囊
tuǒ kǎ ní jiāo náng	妥卡尼膠囊
tuō lā sāi mǐ piàn	托拉塞米片
tuǒ lā zuò lín piàn	妥拉唑林片
tuǒ luò tè luó piàn	妥洛特羅片
tuō ní nài suān piàn	托尼萘酸片
tuō pài tóng jiāo náng	託哌酮膠囊
tuǒ shū shā xīng piàn	妥舒沙星片
tuō tè luó dìng piàn	托特羅定片
tuō xī xiù biàn ǎn	託西溴苄銨
wài gǎn fēng shā piàn	外感風痧片
wài kē lì céng wén	外顆粒層紋
wài shāng rú yì gāo	外傷如意膏
wài tái fú líng yǐn	外臺茯苓飲
wài yòng kuì yáng sàn	外用潰瘍散
wài yòng wàn yīng gāo	外用萬應膏
wài yòng wú dí gāo	外用無敵膏
wài yòng xūn xǐ jì	外用熏洗劑
wài yòng zhǐ ké sàn	外用止咳散
wàn bǎo kǒu fú yè	萬寶口服液
wàn líng jīn gǔ gāo	萬靈筋骨膏
wàn líng wǔ xiāng gāo	萬靈五香膏
wàn tōng yán kāng piàn	萬通炎康片
wán xuǎn dí ruǎn gāo	頑癬敵軟膏
wán xuǎn fú píng wán	頑癬浮萍丸
wàn yīng bǎo zhēn gāo	萬應寶珍膏
wáng shì bǎo chì wán	王氏保赤丸
wéi àn zhǐ jiāo wán	維胺酯膠丸
wèi bì kāng kē lì	胃必康顆粒
wèi bì měi kē lì	胃鉍鎂顆粒
wéi bǐng àn jiāo náng	維丙胺膠囊
wèi bìng níng jiāo náng	胃病寧膠囊
wéi cān xīn jiāo náng	維參鋅膠囊
wèi cháng fù yuán gāo	胃腸復元膏
wèi cháng jiàn jiāo náng	胃腸健膠囊
wèi cháng líng jiāo náng	胃腸靈膠囊
wèi cháng níng chōng jì	胃腸寧沖劑
wèi cháng níng jiāo náng	胃腸寧膠囊
wèi cháng níng kē lì	胃腸寧顆粒
wèi cháng shì jiāo náng	胃腸適膠囊
wēi dá kāng kē lì	微達康顆粒
wèi dàn bái méi piàn	胃蛋白酶片
wèi dàn bái méi sàn	胃蛋白酶散
wèi dé ān jiāo náng	胃得安膠囊
wèi dé níng jiāo náng	胃得寧膠囊
wéi ěr kāng jiāo náng	維爾康膠囊
wéi ér kāng xǐ yè	維兒康洗液
wéi ěr xīn jiāo náng	維爾新膠囊
wéi fù kāng xǐ yè	維婦康洗液
wèi fù níng jiāo náng	胃復寧膠囊
wèi fù shū jiāo náng	胃復舒膠囊
wèi fú tōng jiāo náng	胃福通膠囊
wéi gài jǔ jué piàn	維鈣咀嚼片
wéi gān fú tài piàn	維肝福泰片
wēi gé ěr jiāo náng	威格爾膠囊
wēi gē pēn wù jì	威哥噴霧劑
wéi gǔ lì jiāo náng	維骨力膠囊
wēi guǎn yì zhì jì	微管抑制劑
wèi kě ān jiāo náng	胃可安膠囊
wéi lā pà mǐ piàn	維拉帕米片
wèi lè xīn chōng jì	胃樂新沖劑
wèi lè xīn jiāo náng	胃樂新膠囊
wèi lè xīn kē lì	胃樂新顆粒
wèi lì kāng kē lì	胃力康顆粒
wéi lín pú gài piàn	維磷葡鈣片
wēi líng gǔ cì gāo	威靈骨刺膏
wèi líng kǒu fú yè	胃靈口服液
wěi má huáng jiǎn piàn	偽麻黃鹼片
wěi má nà mǐn piàn	僞麻那敏片
wēi mài níng jiāo náng	威麥寧膠囊
wèi máng kè níng piàn	胃盲刻寧片
wèi nǎi ān jiāo náng	胃乃安膠囊
wéi nǎo lù tōng piàn	維腦路通片
wèi nì ān jiāo náng	胃逆安膠囊
wèi nì kāng jiāo náng	胃逆康膠囊
wèi rè qīng jiāo náng	胃熱清膠囊
wēi rǔ huà zhì jì	微乳化製劑
wèi shēng péi yuán wán	衛生培元丸
wēi shēng tài zhì jì	微生態製劑
wēi shēng wù zhì jì	微生物製劑
wèi shū lè jiāo náng	胃舒樂膠囊
wèi shū líng kē lì	胃舒靈顆粒
wèi shū níng jiāo náng	胃舒寧膠囊
wèi shū níng kē lì	胃舒寧顆粒
wèi shū xīn kē lì	胃舒欣顆粒
wèi shū zhǐ tòng piàn	胃舒止痛片
wéi tā cān kē lì	維他參顆粒
wèi tài hé jiāo náng	胃泰和膠囊
wèi tài kāng jiāo náng	胃泰康膠囊
wèi tài píng jiāo náng	胃太平膠囊
wéi tiě huǎn shì piàn	維鐵緩釋片
wèi tòng dìng jiāo náng	胃痛定膠囊
wèi tòng líng jiāo náng	胃痛靈膠囊
wèi tòng níng jiāo náng	胃痛寧膠囊
wèi tòng píng jiāo náng	胃痛平膠囊
wèi tòng píng táng jiāng	胃痛平糖漿
wèi wǎn shū kē lì	胃脘舒顆粒
wèi xiáng níng kē lì	胃祥寧顆粒
wéi xīn kǒu fú yè	維鋅口服液
wèi xīn shū jiāo náng	胃欣舒膠囊
wéi xuè kāng táng gāo	維血康糖膏
wéi xuè kāng táng jiāng	維血康糖漿
wèi yán kāng jiāo náng	胃炎康膠囊
wèi yán níng kē lì	胃炎寧顆粒
wèi yáng ān jiāo náng	胃瘍安膠囊
wèi yáng líng kē lì	胃瘍靈顆粒
wéi yín qiào kē lì	維銀翹顆粒
wéi yíng yǎng nǎi piàn	維營養奶片
wéi zhī kāng jiāo náng	維脂康膠囊
wēn jīng bái dài wán	溫經白帶丸
wēn jīng huó xuè piàn	溫經活血片
wēn jīng zhǐ tòng gāo	溫經止痛膏
wēn pí gù cháng sàn	溫脾固腸散
wēn pí zhǐ xiè wán	溫脾止瀉丸
wēn shèn quán lù wán	溫腎全鹿丸
wēn wèi shū jiāo náng	溫胃舒膠囊
wēn wèi shū kē lì	溫胃舒顆粒
wēn wèi zhǐ tòng gāo	溫胃止痛膏
wěn xīn ān shén piàn	穩心安神片
wēn zhōng zhǐ xiè wán	溫中止瀉丸
wēng lì tōng jiāo náng	翁瀝通膠囊
wēng lì tōng kē lì	翁瀝通顆粒
wǒ sūn zi wǔ wán	我孫子武丸
wǔ bǎi cān xǐ yè	五柏參洗液
wú bǐ shān yào wán	無比山藥丸
wú dí dān jiāo náng	無敵丹膠囊
wǔ fú huà dú piàn	五福化毒片
wǔ fú huà dú wán	五福化毒丸
wǔ fú lì duō piàn	五氟利多片
wǔ gēng tài píng wán	五更太平丸
wú gōng zhuī fēng gāo	蜈蚣追風膏
wǔ guì wēn jīng piàn	五桂溫經片
wǔ hǎi yǐng liú wán	五海癭瘤丸
wǔ hǔ zhuī fēng sàn	五虎追風散
wū jī bái fèng piàn	烏雞白鳳片
wū jī kǒu fú yè	烏雞口服液
wǔ jiā cān kē lì	五加參顆粒
wǔ jiā gèng nián piàn	五加更年片
wǔ jiā shuāng cān piàn	五加雙參片
wū jīn kǒu fú yè	烏金口服液
wū jīn zhǐ tòng wán	烏金止痛丸
wū jūn zhì dǎn piàn	烏軍治膽片
wǔ lì bá hán sàn	武力拔寒散
wǔ lì huí chūn wán	五粒回春丸
wǔ lín huà shí wán	五淋化石丸
wú lín zhù xǐ jì	無磷助洗劑
wǔ líng dān jiāo náng	五羚丹膠囊
wǔ líng zhǐ tòng piàn	五靈止痛片
wū luò tuō pǐn piàn	烏洛托品片
wū méi pái shí wán	烏梅排石丸
wù qí kǒu fú yè	騖芪口服液
wǔ rén chún jiāo náng	五仁醇膠囊
wǔ rén rùn cháng wán	五仁潤腸丸
wū shé zhǐ yǎng wán	烏蛇止癢丸
wǔ shēn qí líng wán	五參芪苓丸
wù sì xiāo zhǐ piàn	戊四硝酯片
wú tài yān yán piàn	吳太咽炎片
wū tóu zhù shè yè	烏頭注射液
wǔ wèi gān lù wán	五味甘露丸
wǔ wèi huáng lián wán	五味黃連丸
wǔ wèi jīn sè wán	五味金色丸
wǔ wèi qīng zhuó sàn	五味清濁散
wǔ wèi qīng zhuó wán	五味清濁丸
wǔ wèi shā jí sàn	五味沙棘散
wǔ wèi shā zǎo sàn	五味沙棗散
wǔ wèi shè xiāng wán	五味麝香丸
wǔ wèi shí liú wán	五味石榴丸
wǔ wèi xiāng lián wán	五味香連丸
wǔ wèi zhā xùn wán	五味渣馴丸
wǔ wèi zhì gān piàn	五味治肝片
wū yào shùn qì sàn	烏藥順氣散
wú yǔ tài hú piàn	吳語太湖片
wú yǔ tāi zhōu piàn	吳語台州片
wǔ zhǐ ruǎn jiāo náng	五酯軟膠囊
wú zhōu guī líng gāo	梧州龜苓膏
wǔ zǐ bǔ shèn wán	五子補腎丸
wǔ zǐ kǒu fú yè	五子口服液
wǔ zǐ yǎn zōng piàn	五子衍宗片
wǔ zǐ yǎn zōng wán	五子衍宗丸
xī bǐng cí chún piàn	烯丙雌醇片
xī dì nà fēi piàn	西地那非片
xī ěr kuì yáng sàn	希爾潰瘍散
xī huáng qīng xǐng wán	西黃清醒丸
xī huáng wán hú wán	西黃丸糊丸
xī huáng wán shuǐ wán	西黃丸水丸
xī jiǎo dì huáng wán	犀角地黃丸
xī jiǎo huà dú wán	犀角化毒丸
xī lā pǔ lì piàn	西拉普利片
xī lì bīn àn piàn	西利賓胺片
xī líng jiě dú wán	犀羚解毒丸
xī líng jiě dú wán	西羚解毒丸
xī luò tā zuò piàn	西洛他唑片
xī mī tì dīng piàn	西咪替丁片
xī ní dì píng piàn	西尼地平片
xī shā bì lì piàn	西沙必利片
xī shā bǐ lì piàn	西沙比利片
xǐ shù jiǎn ruǎn gāo	喜樹鹼軟膏
xī tì lì qín piàn	西替利嗪片
xī xiān fēng shī piàn	豨薟風濕片
xī xiān fēng shī wán	豨薟風濕丸
xī xiān fēng shī wán	貕薟風濕丸
xī xiān tōng luò yè	豨薟通絡液
xī xiān tōng shuān wán	豨薟通栓丸
xī xiān tōng shuān wán	豯薟通栓丸
xī yuán hóu yào sàn	西園喉藥散
xiān cān kǒu fú yè	仙參口服液
xiān fāng huó mìng piàn	仙方活命片
xiàn gān gǔ àn piàn	腺苷鈷胺片
xiàn gān zhù shè yè	腺苷注射液
xiǎn hóu táo kē lì	獮猴桃顆粒
xiān lí kǒu fú yè	仙藜口服液
xiān líng gǔ bǎo piàn	仙靈骨葆片
xiān lù kǒu fú yè	仙鹿口服液
xiān rén zhǎng jīng piàn	仙人掌莖片
xiān róng zhuàng yáng piàn	仙茸壯陽片
xiān tiān má mì gāo	鮮天麻蜜膏
xiān yuè xióng jiāo náng	仙樂雄膠囊
xiàn zhì méi duàn piàn	限制酶斷片
xiān zhú lì hé jì	鮮竹瀝合劑
xiāng dān zhù shè yè	香丹注射液
xiāng fù wán shuǐ wán	香附丸水丸
xiāng gū duō táng piàn	香菇多醣片
xiāng guì huó xuè gāo	香桂活血膏
xiāng guǒ jiàn xiāo piàn	香果健消片
xiāng jú hán shù yè	香菊含漱液
xiāng jú huó xuè wán	香菊活血丸
xiāng lián huà zhì piàn	香連化滯片
xiāng lián huà zhì wán	香連化滯丸
xiāng lián zhǐ xiè piàn	香連止瀉片
xiǎng liàng de míng piàn	響亮的名片
xiàng pí shēng jī gāo	橡皮生肌膏
xiàng pí shēng jī gāo	象皮生肌膏
xiāng shā hé wèi wán	香砂和胃丸
xiāng shā hé zhōng wán	香砂和中丸
xiāng shā jī shù wán	香砂積術丸
xiāng shā lǐ zhōng wán	香砂理中丸
xiāng shā liù jūn piàn	香砂六君片
xiāng shā liù jūn wán	香砂六君丸
xiāng shā píng wèi sàn	香砂平胃散
xiāng shā píng wèi wán	香砂平胃丸
xiāng shā wèi líng wán	香砂胃苓丸
xiāng shā wèi tòng sàn	香砂胃痛散
xiāng shā yǎng wèi piàn	香砂養胃片
xiāng shā yǎng wèi wán	香砂養胃丸
xiāng shā zhǐ shù wán	香砂枳術丸
xiāng sū diào wèi piàn	香蘇調胃片
xiāng sū zhèng wèi wán	香蘇正胃丸
xiāng yún gān tài piàn	香雲肝泰片
xiāo bái kǒu fú yè	消白口服液
xiāo běn dì píng piàn	硝苯地平片
xiǎo bò yǎn yào gāo	小檗眼藥膏
xiǎo chái hú chōng jì	小柴胡沖劑
xiǎo chái hú tāng wán	小柴胡湯丸
xiào chuǎn níng kē lì	哮喘寧顆粒
xiào chuǎn tiē fū sàn	哮喘貼敷散
xiāo chuāng kǒu fú yè	消瘡口服液
xiāo dú dìng tòng sàn	消毒定痛散
xiǎo ér bǎi lè piàn	小兒百樂片
xiǎo ér bǎi shòu wán	小兒百壽丸
xiǎo ér bǎi xiào piàn	小兒百效片
xiǎo ér bǎo ān wán	小兒保安丸
xiǎo ér bǎo tài kāng	小兒寶泰康
xiǎo ér chōu fēng sàn	小兒抽風散
xiǎo ér dǎo chì piàn	小兒導赤片
xiǎo ér dìng fēng wán	小兒定風丸
xiǎo ér fèi bì níng	小兒肺閉寧
xiǎo ér fèi rè píng	小兒肺熱平
xiǎo ér fèi yán sàn	小兒肺炎散
