ā kā piàn	阿咖片
ma lǜ bèi àn piàn	吗氯贝胺片
mǎ pǔ tì lín piàn	马普替林片
má rén kǒu fú yè	麻仁口服液
má rén ruǎn jiāo náng	麻仁软胶囊
má rén rùn cháng wán	麻仁润肠丸
má rén zī pí wán	麻仁滋脾丸
má xìng kǒu fú yè	麻杏口服液
má xìng zhǐ ké gāo	麻杏止咳膏
má xìng zhǐ ké piàn	麻杏止咳片
mài bái méi sù piàn	麦白霉素片
mài dí méi sù piàn	麦迪霉素片
mài dōng dì huáng wán	麦冬地黄丸
mài guǎn fù kāng piàn	脉管复康片
mài guǎn tōng jiāo náng	脉管通胶囊
mài kāng kǒu fú yè	脉康口服液
mài luò tōng jiāo náng	脉络通胶囊
mài luò tōng kē lì	脉络通颗粒
mài qí jiàng táng wán	麦芪降糖丸
mài tōng zhù shè yè	脉通注射液
mài wèi dì huáng piàn	麦味地黄片
mài wèi dì huáng wán	麦味地黄丸
mài xuè kāng jiāo náng	脉血康胶囊
màn gān níng jiāo náng	慢肝宁胶囊
mǎn jīn zhǐ ké piàn	满金止咳片
màn shèn bǎo hé jì	慢肾宝合剂
màn zhī zǐ hóng wán	慢支紫红丸
màn zǔ gù běn wán	慢阻固本丸
màn zǔ tōng qì wán	慢阻通气丸
máo pí hù jiǎ piàn	毛皮护甲片
máo yè cǎo sháo yào	毛叶草芍药
māo zhuā cǎo jiāo náng	猫抓草胶囊
měi bǎo shāo shāng gāo	美宝烧伤膏
měi dá xiāo zhǒng gāo	美达消肿膏
měi fēn wěi má piàn	美酚伪麻片
méi gui huā táng gāo	玫瑰花糖膏
méi gui kāng xǐ jì	玫瑰糠洗剂
méi guǒ kǒu fú yè	玫果口服液
méi huā diǎn shé piàn	梅花点舌片
méi huā diǎn shé wán	梅花点舌丸
méi jiāo yóu xǐ jì	煤焦油洗剂
měi kè luò qín piàn	美克洛嗪片
méi líng kǒu fú yè	梅苓口服液
méi lú xiāo cuó gāo	玫芦消痤膏
měi luò xī kāng piàn	美洛昔康片
měi nuò píng kē lì	美诺平颗粒
měi pū wěi má piàn	美扑伪麻片
měi shí jì lù piàn	美食纪录片
měi shī kāng dìng piàn	美施康定片
měi suǒ bā mò piàn	美索巴莫片
měi suō wěi má piàn	美羧伪麻片
měi tā huán sù piàn	美他环素片
měi tuō luò ěr piàn	美托洛尔片
méi wēng tuì rè piàn	梅翁退热片
měi xī wěi má piàn	美息伪麻片
měi yǎng hùn hé jì	镁氧混合剂
mén dōng xiān àn piàn	门冬酰胺片
méng shí gǔn tán piàn	礞石滚痰片
méng shí gǔn tán wán	礞石滚痰丸
mǐ ān sè lín piàn	米安色林片
mì chuán bào lóng wán	秘传抱龙丸
mì chuán liǎn liú gāo	秘传敛瘤膏
mì chuán yē gé gāo	秘传噎膈膏
mī dá pǔ lì piàn	咪达普利片
mì fāng chá tiáo sàn	秘方茶调散
mì fāng dìng zhèn wán	秘方定振丸
mì fāng wàn yīng wán	秘方万应丸
mǐ fēi sī tóng piàn	米非司酮片
mì gǎn kǒu fú yè	泌感口服液
mǐ gé lái níng piàn	米格来宁片
mǐ gé liè chún piàn	米格列醇片
mì jué qīng liáng sàn	秘诀清凉散
mī kāng zuò chá jì	咪康唑搽剂
mì lì chú bā gāo	密丽除疤膏
mì lín qīng jiāo náng	泌淋清胶囊
mì niào níng jiāo náng	泌尿宁胶囊
mì niào níng kē lì	泌尿宁颗粒
mǐ nuò dì ěr piàn	米诺地尔片
mǐ nuò huán sù piàn	米诺环素片
mì shí tōng jiāo náng	泌石通胶囊
mì tǒng huā kē lì	蜜桶花颗粒
mì zhǐ ān shén wán	秘旨安神丸
mì zhì shū gān wán	秘制舒肝丸
mì zhì tài hé wán	秘制太和丸
mī zuò lì bīn piàn	咪唑立宾片
mián ān níng hé jì	眠安宁合剂
mián ān níng kē lì	眠安宁颗粒
miǎn yì yì zhì jì	免疫抑制剂
miào tài kǒu fú yè	妙泰口服液
miè qiū kǒu fú yè	灭丘口服液
mìng bǎo kǒu fú yè	命宝口服液
míng jīng dì huáng wán	明睛地黄丸
míng jú kǒu fú yè	明菊口服液
míng mù bá yún sàn	明目拔云散
míng mù bō yún sàn	明目拨云散
míng mù jí lí wán	明目蒺藜丸
míng mù shàng qīng piàn	明目上清片
míng mù yáng gān wán	明目羊肝丸
míng mù zī shèn piàn	明目滋肾片
mó fù tòu xī yè	膜腹透析液
mò jiā qīng níng wán	莫家清宁丸
mò léi xī qín piàn	莫雷西嗪片
mó luó kǒu fú yè	摩罗口服液
mò shā bì lì piàn	莫沙必利片
mò tuǒ zhū dān kàng	莫妥珠单抗
mò xī shā xīng piàn	莫西沙星片
mù guā jiàng táng wán	木瓜降糖丸
mù guā zhuàng gǔ wán	木瓜壮骨丸
mǔ jīng yóu dī wán	牡荆油滴丸
mǔ jīng yóu jiāo wán	牡荆油胶丸
mǔ lì zé xiè sàn	牡蛎泽泻散
mù xiāng bīn láng wán	木香槟榔丸
mù xiāng lǐ qì piàn	木香理气片
mù xiāng lǐ qì wán	木香理气丸
mù xiāng shùn qì wán	木香顺气丸
mù xiāng tōng qì wán	木香通气丸
mù xiè kē lì jī	木屑颗粒机
nà gé liè nài piàn	那格列奈片
nà jī ào lún sài	纳基奥仑赛
nà mǐn wěi má piàn	那敏伪麻片
nà rú bā wèi wán	那如八味丸
nà rú sān wèi piàn	那如三味片
nà rú sān wèi wán	那如三味丸
nài dīng měi tóng piàn	萘丁美酮片
nài fēi dī yǎn yè	萘非滴眼液
nài fú pàn jiāo náng	奈福泮胶囊
nài pài dì ěr piàn	萘哌地尔片
nài pǔ dài yīn piàn	奈普待因片
nài pǔ dài yīn piàn	萘普待因片
nài pǔ shēng nà piàn	萘普生钠片
nài wéi lā píng piàn	奈韦拉平片
nán chūn bǎo jiāo náng	男春宝胶囊
nán rén de jīng yè	男人的精液
nǎo dé shēng jiāo náng	脑得生胶囊
nǎo dé shēng kē lì	脑得生颗粒
nǎo kāng tài jiāo náng	脑康泰胶囊
nǎo lì jìng jiāo náng	脑力静胶囊
nǎo lì jìng táng jiāng	脑力静糖浆
nǎo lì qīng jiāo náng	脑立清胶囊
nǎo líng sù jiāo náng	脑灵素胶囊
nǎo luò tōng jiāo náng	脑络通胶囊
nǎo mài lì kē lì	脑脉利颗粒
nǎo mài tài jiāo náng	脑脉泰胶囊
nǎo sāi ān jiāo náng	脑塞安胶囊
nǎo shuān tōng jiāo náng	脑栓通胶囊
nǎo xīn ān jiāo náng	脑心安胶囊
nǎo xīn qīng jiāo náng	脑心清胶囊
nǎo xuè kāng dī wán	脑血康滴丸
nǎo xuè kāng jiāo náng	脑血康胶囊
nǎo xuè kāng kē lì	脑血康颗粒
nǎo zhèn níng kē lì	脑震宁颗粒
nèi bù cān kǎo piàn	内部参考片
nèi bǔ yǎng róng wán	内补养荣丸
nèi kē lì céng wén	内颗粒层纹
nèi měi tōng jiāo náng	内美通胶囊
nèi xiāo luǒ lì piàn	内消瘰疬片
nèi xiāo luǒ lì wán	内消瘰疠丸
nèi xiāo luǒ lì wán	内消瘰疬丸
néng ān jūn níng sàn	能安均宁散
ní ěr cí chún piàn	尼尔雌醇片
ní kǎ dì píng piàn	尼卡地平片
ní kě cí chún piàn	尼可雌醇片
ní kě dì ěr piàn	尼可地尔片
ní mài jiǎo lín piàn	尼麦角林片
ní měi shū lì piàn	尼美舒利片
ní mò dì píng piàn	尼莫地平片
ní qún dī píng piàn	尼群低平片
ní qún dì píng piàn	尼群地平片
ní suǒ dì píng piàn	尼索地平片
ní tuǒ zhū dān kàng	尼妥珠单抗
nì xiàn xìng sè sàn	逆线性色散
ní zhā tì dīng piàn	尼扎替丁片
nián mó kuì yáng gāo	黏膜溃疡膏
niào dào qiú xiàn yè	尿道球腺液
niào dú líng ruǎn gāo	尿毒灵软膏
niào dú pái xī sàn	尿毒排析散
niào dú qīng kē lì	尿毒清颗粒
niào gǎn níng chōng jì	尿感宁冲剂
niào gǎn níng kē lì	尿感宁颗粒
niào lù kāng kē lì	尿路康颗粒
niào qīng shū kē lì	尿清舒颗粒
niào sāi tōng jiāo náng	尿塞通胶囊
niào sù wéi rǔ gāo	尿素维乳膏
niè hé guān jié piàn	颞颌关节片
níng kūn yǎng xuè wán	宁坤养血丸
níng mì tài jiāo náng	宁泌泰胶囊
níng qīng tài kē lì	宁清泰颗粒
níng shén bǔ xīn piàn	宁神补心片
níng shén bǔ xīn wán	宁神补心丸
níng shén dìng zhì wán	宁神定志丸
níng shén líng kē lì	宁神灵颗粒
níng sòu huà tán wán	宁嗽化痰丸
níng sòu lù táng jiāng	宁嗽露糖浆
níng xīn bǎo jiāo náng	宁心宝胶囊
niú huáng ān xīn wán	牛黄安心丸
niú huáng bā bǎo wán	牛黄八宝丸
niú huáng bào lóng piàn	牛黄抱龙片
niú huáng bào lóng wán	牛黄抱龙丸
niú huáng huà dú piàn	牛黄化毒片
niú huáng jiàng yā wán	牛黄降压丸
niú huáng jìng nǎo piàn	牛黄净脑片
niú huáng níng gōng piàn	牛黄宁宫片
niú huáng qiān jīn sàn	牛黄千金散
niú huáng qín huà wán	牛黄噙化丸
niú huáng qīng fèi piàn	牛黄清肺片
niú huáng qīng fèi sàn	牛黄清肺散
niú huáng qīng gōng wán	牛黄清宫丸
niú huáng qīng huǒ wán	牛黄清火丸
niú huáng qīng nǎo wán	牛黄清脑丸
niú huáng qīng wèi wán	牛黄清胃丸
niú huáng shàng qīng piàn	牛黄上清片
niú huáng xī líng wán	牛黄西羚丸
niú huáng xiāo yán wán	牛黄消炎丸
niú huáng xǐng nǎo wán	牛黄醒脑丸
niú huáng xǐng xiāo wán	牛黄醒消丸
niú huáng yì jīn piàn	牛黄益金片
niú huáng yù jīn wán	牛黄郁金丸
niú huáng zhì bǎo wán	牛黄至宝丸
niú pí xuǎn xǐ jì	牛皮癣洗剂
niú xīn bāo bǔ piàn	牛心包补片
niú zhì gān kāng wán	牛至肝康丸
nóng suō yǎng róng wán	浓缩养荣丸
nóng wéi lín táng jiāng	浓维磷糖浆
nuǎn gōng qī wèi sàn	暖宫七味散
nuǎn gōng qī wèi wán	暖宫七味丸
nuǎn gōng yùn zǐ wán	暖宫孕子丸
nuǎn wèi shū lè piàn	暖胃舒乐片
nuò fú shā xīng piàn	诺氟沙星片
nuò jiā zhù shè yè	诺佳注射液
nuò xī nà shēng nà	诺西那生钠
nǚ kē shí zhēn wán	女科十珍丸
nǚ quán zhǔ yì piàn	女权主义片
nǚ xìng zhǔ yì piàn	女性主义片
ōu sū zhù shè yè	欧苏注射液
pà luó xī tīng piàn	帕罗西汀片
pà sī yān jǐng piàn	帕司烟肼片
pà tuǒ zhū dān kàng	帕妥珠单抗
pài kè xī lín piàn	哌克昔林片
pài lún xī píng piàn	哌仑西平片
pái qiān kǒu fú yè	排铅口服液
pái shí lì dǎn piàn	排石利胆片
pán gǔ zhǐ tòng gāo	盘骨止痛膏
pàn tuō lā zuò piàn	泮托拉唑片
pào téng kē lì jì	泡腾颗粒剂
pào téng xìng chōng jì	泡腾性冲剂
péi duǒ pǔ lì piàn	培哚普利片
péi fú shā xīng piàn	培氟沙星片
péi gāo lì tè piàn	培高利特片
péi tā sī tīng piàn	培他司汀片
pēi tāi jiě dòng yè	胚胎解冻液
pēn tuō wéi lín piàn	喷托维林片
pén yán jìng jiāo náng	盆炎净胶囊
pén yán jìng kē lì	盆炎净颗粒
péng suān dī ěr yè	硼酸滴耳液
péng suān ruǎn gāo yī	硼酸软膏一
péng xīn yú ruǎn gāo	硼锌鱼软膏
pǐ ān qīng méi sù	匹氨青霉素
pǐ duō mò dé piàn	匹多莫德片
pǐ duō mò dé sàn	匹多莫德散
pí fū kāng xǐ yè	皮肤康洗液
pí jiǔ huā jìn gāo	啤酒花浸膏
pǐ lín kā mǐn piàn	匹林咖敏片
pí mǐn xiāo jiāo náng	皮敏消胶囊
pí shèn liǎng zhù wán	脾肾两助丸
pí shèn shuāng bǔ wán	脾肾双补丸
pí shū níng kē lì	脾舒宁颗粒
pǐ tuǒ bù tì ní	匹妥布替尼
pǐ wéi xiù ǎn piàn	匹维溴铵片
piān tān fù yuán wán	偏瘫复原丸
piān tān kāng fù wán	偏瘫康复丸
píng ān wàn yīng wán	平安万应丸
píng gān shū luò wán	平肝舒络丸
píng jīn shǔ diàn piàn	平金属垫片
píng nüè yǎng pí wán	平疟养脾丸
pò jī dǎo yǐn wán	破积导饮丸
pō ní sōng lóng piàn	泼尼松龙片
pò xuè hóng huā sàn	破血红花散
pǔ chén huà yù wán	朴沉化郁丸
pū ěr mǐn dī wán	扑尔敏滴丸
pū ěr wěi má piàn	扑尔伪麻片
pǔ jì xiāo dú wán	普济消毒丸
pǔ lè ān jiāo náng	普乐安胶囊
pǔ lǔ běn xīn piàn	普鲁苯辛片
pǔ lǔ kǎ yīn piàn	普鲁卡因片
pǔ luó bù kǎo piàn	普罗布考片
pǔ luò nài ěr piàn	普洛萘尔片
pǔ luó pà tóng piàn	普罗帕酮片
pū měi wěi má piàn	扑美伪麻片
pǔ nài luò ěr piàn	普奈洛尔片
pǔ nài luò ěr piàn	普萘洛尔片
pú quán nèi zhī piàn	葡醛内脂片
pú quán nèi zhǐ piàn	葡醛内酯片
pǔ ruì bó sī piàn	普瑞博思片
pǔ tè lì dān kàng	普特利单抗
pǔ xuě kǒu fú yè	朴雪口服液
qī bǎo měi rán wán	七宝美髯丸
qī cān lián ruǎn gāo	七参连软膏
qí dūn guǒ suān piàn	齐墩果酸片
qí dūn guǒ suān piàn	齐敦果酸片
qí duō fū dìng piàn	齐多夫定片
qí hú zhā kē lì	芪斛楂颗粒
qí jiàn jí xīn piàn	旗舰级芯片
qǐ jú dì huáng piàn	杞菊地黄片
qǐ jú dì huáng wán	杞菊地黄丸
qí lián kǒu fú yè	芪连口服液
qí líng yì qì piàn	芪苓益气片
qí lù yì shèn piàn	芪鹿益肾片
qí mén shé yào piàn	祁门蛇药片
qǐ pí kǒu fú yè	启脾口服液
qí pó wàn bìng wán	耆婆万病丸
qí sāng yì gān wán	芪桑益肝丸
qí shé fēng shī jiǔ	蕲蛇风湿酒
qǐ tiān kǒu fú yè	杞天口服液
qī wèi bái zhú sǎn	七味白术散
qī wèi bīng láng sàn	七味槟榔散
qī wèi dōu qì wán	七味都气丸
qī wèi guǎng zǎo wán	七味广枣丸
qī wèi hē zǐ sàn	七味诃子散
qī wèi pú tao sàn	七味葡萄散
qī wèi tiě xiè wán	七味铁屑丸
qī wèi xiāo zhǒng wán	七味消肿丸
qī wèi xīn xiāo wán	七味新消丸
qī wèi xióng dǎn sàn	七味熊胆散
qī wèi xuè bìng wán	七味血病丸
qī xiāng zhǐ tòng wán	七香止痛丸
qì xuè hé jiāo náng	气血和胶囊
qì xuè kāng jiāo náng	气血康胶囊
qì xuè shuāng bǔ gāo	气血双补膏
qì xuè shuāng bǔ wán	气血双补丸
qí xuè tōng luò piàn	芪血通络片
qī yè hē zǐ sàn	七叶诃子散
qī yè shén ān piàn	七叶神安片
qí yīng nèi xiāo gāo	奇应内消膏
qí yú kǒu fú yè	芪余口服液
qǐ zǎo kǒu fú yè	杞枣口服液
qí zhì jiàng táng piàn	芪蛭降糖片
qì zhì wèi tòng piàn	气滞胃痛片
qī zhì xiāng fù wán	七制香附丸
qiān bǎi bí yán piàn	千柏鼻炎片
qiàn cǎo shuāng zhǐ piàn	茜草双酯片
qián dá kāng jiāo náng	前达康胶囊
qiān jīn bǎo yùn wán	千金保孕丸
qiān jīn huà tán wán	千金化痰丸
qiān jīn zhǐ dài wán	千金止带丸
qiān jīn zhǐ ké wán	千金止咳丸
qián liè ān tōng piàn	前列安通片
qián liè guì huáng piàn	前列桂黄片
qián liè huí chūn piàn	前列回春片
qián liè huí chūn wán	前列回春丸
qián liè jīn dān piàn	前列金丹片
qián liè níng jiāo náng	前列宁胶囊
qián liè píng jiāo náng	前列平胶囊
qián liè shū lè piàn	前列舒乐片
qián liè tài jiāo náng	前列泰胶囊
qián liè tài kē lì	前列泰颗粒
qián liè tōng jiāo náng	前列通胶囊
qián liè tōng yū piàn	前列通瘀片
qián liè xiāo jiāo náng	前列消胶囊
qián liè xīn jiāo náng	前列欣胶囊
qiān xīn zhù shè yè	千新注射液
qiān zhēn xiāo yán piàn	千珍消炎片
qiān zǐ hóng jiāo náng	千紫红胶囊
qiān zǐ hóng kē lì	千紫红颗粒
qiáng gān kǒu fú yè	强肝口服液
qiǎng jī dà huáng sù	羟基大黄素
qiǎng jiǎ sī tǎn piàn	羟甲司坦片
qiǎng jiǎ yān àn piàn	羟甲烟胺片
qiáng jīn jiàn gǔ piàn	强筋健骨片
qiáng jīn jiàn gǔ wán	强筋健骨丸
qiáng jīn yīng xióng wán	强筋英雄丸
qiáng lì dìng xuàn piàn	强力定眩片
qiáng lì kāng kē lì	强力康颗粒
qiáng shēn jiàn nǎo piàn	强身健脑片
qiáng shèn kǒu fú yè	强肾口服液
qiáng shēn kǒu fú yè	强身口服液
qiáng yáng bǎo shèn wán	强阳保肾丸
qiáng yāo zhuàng gǔ gāo	强腰壮骨膏
qiè fēng shū jīng wán	怯风舒经丸
qiè fēng zhǐ tòng piàn	怯风止痛片
qiē hǎo de jiāng piàn	切好的姜片
qiē kǒu shàn bǔ piàn	切口疝补片
qín cǎo zhǐ lì piàn	芩草止痢片
qín chuān tōng bì piàn	秦川通痹片
qín dǎn zhǐ ké piàn	芩胆止咳片
qín huà shàng qīng piàn	噙化上清片
qín huà shàng qīng wán	噙化上清丸
qín jiāo bái zhú wán	秦艽白术丸
qín jiāo biē jiǎ sàn	秦艽鳖甲散
qín lán dī bí yè	芩蓝滴鼻液
qín lián wán wēi wán	芩连丸微丸
qín qiào kǒu fú yè	芩翘口服液
qín sū huǎn shì piàn	秦苏缓释片
qín wáng jiǔ dǎn sàn	秦王九疸散
qíng ān chuǎn dìng piàn	情安喘定片
qìng dà méi sù piàn	庆大霉素片
qīng fèi huà tán wán	清肺化痰丸
qīng fèi níng sòu wán	清肺宁嗽丸
qīng fèi sàn jié wán	清肺散结丸
qīng fèi xiāo yán wán	清肺消炎丸
qīng fèi yì huǒ gāo	清肺抑火膏
qīng fèi yì huǒ piàn	清肺抑火片
qīng fèi yì huǒ wán	清肺抑火丸
qīng fèi zhǐ ké sàn	清肺止咳散
qīng fèi zhǐ ké wán	清肺止咳丸
qīng fū huà dú wán	青夫化毒丸
qīng gān bài dú wán	清肝败毒丸
qīng gān dú jiāo náng	清肝毒胶囊
qīng gān jiě dú piàn	清肝解毒片
qīng gān jiǔ wèi sàn	清肝九味散
qīng gǎn jiǔ wèi wán	清感九味丸
qīng gān míng mù wán	清肝明目丸
qīng gān qī wèi sàn	清肝七味散
qīng gān zhù shè yè	清肝注射液
qīng gōng shòu táo wán	清宫寿桃丸
qīng guǒ zhǐ sòu wán	青果止嗽丸
qīng hāo biē jiǎ piàn	青蒿鳖甲片
qīng hāo hǔ zhī piàn	青蒿琥脂片
qīng hāo hǔ zhǐ piàn	青蒿琥酯片
qīng hóu yān hé jì	清喉咽合剂
qīng hóu yān kē lì	清喉咽颗粒
qīng huà cuī huà jì	氢化催化剂
qīng huǒ míng mù wán	清火明目丸
qīng huǒ wéi mài piàn	清火桅麦片
qīng huǒ zhī mài piàn	清火栀麦片
qīng jīn lǐ sòu wán	清金理嗽丸
qīng jīn níng fèi wán	清金宁肺丸
qīng kāi líng dī wán	清开灵滴丸
qīng lán jìn gāo piàn	青兰浸膏片
qīng lóng shé yào piàn	青龙蛇药片
qīng lǜ bǐ gé piàn	氢氯吡格片
qīng lǜ sāi qín piàn	氢氯噻嗪片
qīng méi sù jiǎ piàn	青霉素钾片
qīng méi sù jiǎ yán	青霉素钾盐
qīng nǎo ān shén wán	清脑安神丸
qīng nǎo fù shén yè	清脑复神液
qīng nǎo jiàng yā piàn	清脑降压片
qīng níng nóng suō wán	清宁浓缩丸
qīng qì huà tán wán	清气化痰丸
qīng rè àn chuāng piàn	清热暗疮片
qīng rè àn chuāng wán	清热暗疮丸
qīng rè ān gōng wán	清热安宫丸
qīng rè bā wèi sàn	清热八味散
qīng rè dǎo zhì sàn	清热导滞散
qīng rè dìng jīng sàn	清热定惊散
qīng rè huà dú wán	清热化毒丸
qīng rè jiě dú piàn	清热解毒片
qīng rè liáng xuè gāo	清热凉血膏
qīng rè liáng xuè wán	清热凉血丸
qīng rè líng kē lì	清热灵颗粒
qīng rè qū dú wán	清热祛毒丸
qīng rè sàn jié piàn	清热散结片
qīng rè shén xiōng wán	清热神芎丸
qīng rè tōng lín piàn	清热通淋片
qīng rè xiāo zhǒng wán	清热消肿丸
qīng rè yǎng yīn wán	清热养阴丸
qīng rè zhǐ ké sàn	清热止咳散
qīng rè zhì lì wán	清热治痢丸
qīng rǔ xiāo kē lì	青乳消颗粒
qíng sè jīng sǒng piàn	情色惊悚片
qīng shēn jiǎn féi piàn	轻身减肥片
qīng shēn yǐn kē lì	清身饮颗粒
qīng shǔ yì qì wán	清暑益气丸
qīng shū yóu ruǎn gāo	清舒油软膏
qīng téng fēng shī jiǔ	青藤风湿酒
qīng wèi bǎo ān wán	清胃保安丸
qīng wèi hé zhōng wán	清胃和中丸
qīng wèi huáng lián piàn	清胃黄连片
qīng wèi huáng lián wán	清胃黄连丸
qīng wēn jiě dú gāo	清瘟解毒膏
qīng wēn jiě dú piàn	清瘟解毒片
qīng wēn jiě dú wán	清瘟解毒丸
qīng xián kuài gé wán	清涎快膈丸
qīng xīn gǔn tán wán	清心滚痰丸
qīng xīn liáng gé sàn	清心凉膈散
qīng xīn niú huáng piàn	清心牛黄片
qīng xuàn jiàng yā piàn	清眩降压片
qīng xuān kǒu fú yè	清宣口服液
qīng xuè bā wèi piàn	清血八味片
qīng xuè jiě dú piàn	清血解毒片
qīng xuè nèi xiāo wán	清血内消丸
qīng yàn jiě dú sàn	清咽解毒散
qīng yàn kǒu fú yè	清咽口服液
qīng yàn lì gé wán	清咽利膈丸
qīng yàn liù wèi sàn	清咽六味散
qīng yàn rùn hóu wán	清咽润喉丸
qīng yàn yì huǒ wán	清咽抑火丸
qīng zhuó qū dú wán	清浊祛毒丸
